,city,postcode,latitude,longitude,total_score,scheme_references,nobroadband_rate,simd10,pctype,ur_class
1313,Edinburgh,EH6 7JJ,55.97280445,-3.16193693,17,MVS,2,4,small,1
1314,Edinburgh,EH1 2LP,55.94980956,-3.19401251,17,MVS,19,4,small,1
1315,Edinburgh,EH1 2LU,55.94976494,-3.19490791,17,MVS,19,4,small,1
1316,Edinburgh,EH8 8DL,55.95263609,-3.18136749,17,MVS,10,4,small,1
1317,Edinburgh,EH1 2NA,55.94936267,-3.19654494,17,MVS,19,4,small,1
1318,Edinburgh,EH6 7DP,55.97485835,-3.15373,17,MVS,2,4,small,1
1319,Edinburgh,EH1 2ND,55.94899379,-3.19566883,17,MVS,19,4,small,1
1320,Edinburgh,EH1 2JN,55.94899259,-3.19393932,17,MVS,19,4,small,1
1321,Edinburgh,EH1 2NE,55.94875682,-3.19601382,17,MVS,19,4,small,1
1322,Edinburgh,EH1 2NG,55.94897303,-3.20149715,17,MVS,19,4,small,1
1323,Edinburgh,EH1 2NF,55.94879632,-3.19564673,17,MVS,19,4,small,1
1324,Edinburgh,EH1 2NH,55.94801833,-3.19711198,17,MVS,19,4,small,1
1325,Edinburgh,EH1 1YZ,55.95034018,-3.19303596,17,MVS,19,4,large,1
1326,Edinburgh,EH1 2HS,55.94707035,-3.19665037,17,MVS,19,4,small,1
1327,Dundee,DD1 3NA,56.46626866,-2.92882085,17,MVS,1,4,small,1
1328,Glasgow,G33 5HE,55.87590558,-4.13778866,17,MVS,12,4,small,1
1329,Edinburgh,EH1 2HU,55.94629966,-3.19736318,17,MVS,19,4,small,1
1330,Dundee,DD4 7UL,56.46915822,-2.92325912,17,MVS,1,4,small,1
1331,Edinburgh,EH1 2HX,55.94658201,-3.19697157,17,MVS,19,4,small,1
1332,Edinburgh,EH1 2LJ,55.9477495,-3.19611087,17,MVS,19,4,small,1
1333,Edinburgh,EH1 2PR,55.94847726,-3.19611729,17,MVS,19,4,small,1
1334,Edinburgh,EH1 2HP,55.94687674,-3.19715681,17,MVS,19,4,small,1
1335,Edinburgh,EH1 2PW,55.94851571,-3.19493348,17,MVS,19,4,small,1
1336,Stirling,FK8 1NU,56.12548067,-3.93815954,17,MVS,0,9,small,2
1337,Glasgow,G44 3QL,55.80356321,-4.26888033,17,None,1,4,small,6
1338,Glasgow,G32 8NJ,55.84037624,-4.16824448,17,MVS,0,4,small,1
1339,Renfrewshire,PA3 2RE,55.85845896,-4.42480179,16,MVS,19,5,small,1
1340,Edinburgh,EH1 1BU,55.95059956,-3.18851189,16,MVS,9,5,small,1
1341,Edinburgh,EH1 1TR,55.95271379,-3.18916924,16,MVS,9,5,small,1
1342,Edinburgh,EH1 1BS,55.95072812,-3.18915641,16,MVS,9,5,small,1
1343,Renfrewshire,PA3 2BZ,55.86018301,-4.42716258,16,MVS,19,5,small,1
1344,Edinburgh,EH1 1BP,55.95074409,-3.19029391,16,MVS,9,5,small,1
1345,Edinburgh,EH8 8FT,55.95123485,-3.18225365,16,MVS,9,5,small,1
1346,Edinburgh,EH1 1BN,55.9508539,-3.1900891,16,MVS,9,5,small,1
1347,Edinburgh,EH1 1BQ,55.95263003,-3.19132872,16,MVS,9,5,small,1
1348,Edinburgh,EH1 3YT,55.95420448,-3.19019192,16,MVS,6,5,large,1
1349,Aberdeen,AB101JQ,57.14797602,-2.10086561,16,MVS,41,5,small,1
1350,Edinburgh,EH1 3SP,55.95519842,-3.18775593,16,MVS,6,5,large,1
1351,Edinburgh,EH1 1BX,55.9508833,-3.18890493,16,MVS,9,5,small,1
1352,Edinburgh,EH114DN,55.92642334,-3.30444407,16,MVS,1,5,small,1
1353,Edinburgh,EH114DG,55.92571339,-3.30445222,16,MVS,1,5,small,1
1354,Edinburgh,EH114DF,55.9254495,-3.30561166,16,MVS,1,5,small,1
1355,Edinburgh,EH1 3AU,55.95614852,-3.18613532,16,MVS,6,5,small,1
1356,Edinburgh,EH1 3AY,55.95474392,-3.19016043,16,MVS,6,5,small,1
1357,Edinburgh,EH3 9BP,55.94357272,-3.20425999,16,MVS,0,5,small,1
1358,Glasgow,G5  9NT,55.85087099,-4.25925547,16,MVS,2,5,small,1
1359,Edinburgh,EH1 3BJ,55.95451488,-3.18595723,16,MVS,6,5,small,1
1360,Glasgow,G2  4GZ,55.86470646,-4.26589246,16,MVS,13,5,small,1
1361,Renfrewshire,PA2 9AW,55.8372931,-4.46231096,16,MVS,1,5,small,1
1362,Glasgow,G2  4DQ,55.86438091,-4.26600136,16,MVS,13,5,small,1
1363,Edinburgh,EH1 3BQ,55.95410306,-3.18580049,16,MVS,6,5,small,1
1364,Edinburgh,EH1 3DQ,55.95517464,-3.19115063,16,MVS,6,5,small,1
1365,Edinburgh,EH1 3DX,55.95573513,-3.19079947,16,MVS,6,5,small,1
1366,Edinburgh,EH1 3EB,55.95579693,-3.19184244,16,MVS,6,5,small,1
1367,Edinburgh,EH1 3EN,55.95593151,-3.19093364,16,MVS,6,5,large,1
1368,Edinburgh,EH1 3HP,55.95614012,-3.18980287,16,MVS,6,5,small,1
1369,Renfrewshire,PA2 7DE,55.82436588,-4.39833066,16,None,31,5,large,6
1370,Edinburgh,EH1 3JD,55.9563693,-3.18840043,16,MVS,6,5,small,1
1371,Edinburgh,EH3 8AF,55.94562156,-3.21248986,16,MVS,4,5,small,1
1372,Glasgow,G44 4LH,55.81973625,-4.23478144,16,MVS,2,5,small,1
1373,Renfrewshire,PA2 9AP,55.83878931,-4.46254934,16,MVS,1,5,small,1
1374,Edinburgh,EH218SQ,55.93499394,-3.08915403,16,MVS,4,5,small,1
1375,Edinburgh,EH218SX,55.93564053,-3.08512217,16,MVS,4,5,small,1
1376,Edinburgh,EH218ST,55.93480245,-3.0843784,16,MVS,4,5,small,1
1377,Edinburgh,EH218SS,55.93453355,-3.08328238,16,MVS,4,5,small,1
1378,Renfrewshire,PA4 9PA,55.87376032,-4.41408562,16,MVS,19,5,small,1
1379,Renfrewshire,PA3 2SG,55.86588344,-4.42705476,16,MVS,19,5,small,1
1380,Edinburgh,EH218SR,55.93403428,-3.08691809,16,MVS,4,5,small,1
1381,Renfrewshire,PA3 2TQ,55.86247998,-4.44098656,16,MVS,19,5,small,1
1382,Renfrewshire,PA3 2TJ,55.86212569,-4.43482726,16,MVS,19,5,small,1
1383,Edinburgh,EH218RS,55.93332588,-3.08675419,16,MVS,4,5,small,1
1384,Stirling,FK8 2ND,56.11441891,-3.93869696,16,MVS,0,10,small,2
1385,Renfrewshire,PA3 2TE,55.86335859,-4.4333861,16,MVS,19,5,small,1
1386,Renfrewshire,PA3 2TD,55.86466013,-4.43210896,16,MVS,19,5,small,1
1387,Renfrewshire,PA3 2SX,55.86355309,-4.42809207,16,MVS,19,5,small,1
1388,Renfrewshire,PA3 2ST,55.86458484,-4.43228007,16,MVS,19,5,large,1
1389,Renfrewshire,PA3 2SS,55.86497284,-4.42674222,16,MVS,19,5,small,1
1390,Renfrewshire,PA3 2PF,55.86488647,-4.43111618,16,MVS,19,5,small,1
1391,Stirling,FK9 4QE,56.15733711,-3.94618874,16,MVS,7,10,small,2
1392,Stirling,FK9 4RQ,56.15238578,-3.93645525,16,MVS,1,10,small,2
1393,Inverness,IV2 7JW,57.49242097,-4.11249249,16,MVS,68,10,small,2
1394,Inverness,IV2 7HS,57.49459694,-4.10971456,16,MVS,68,10,small,2
1395,Glasgow,G33 5BN,55.87407963,-4.14974147,16,MVS,0,5,small,1
1396,Aberdeen,AB101RE,57.14560964,-2.1055359,16,MVS,41,5,small,1
1397,Renfrewshire,PA102LZ,55.83616871,-4.54923716,16,MVS,0,5,small,1
1398,Renfrewshire,PA2 8SW,55.81944363,-4.44877842,16,MVS,1,5,small,1
1399,Renfrewshire,PA2 8SP,55.81990444,-4.44775371,16,MVS,1,5,small,1
1400,Glasgow,G44 5LX,55.81464265,-4.22722684,16,MVS,0,5,small,1
1401,Glasgow,G44 5LY,55.81318381,-4.22639331,16,MVS,0,5,small,1
1402,Glasgow,G44 5NB,55.81290236,-4.22754238,16,MVS,0,5,small,1
1403,Edinburgh,EH6 6PW,55.97531385,-3.16738037,16,MVS,0,5,small,1
1404,Glasgow,G44 5QG,55.81456512,-4.22952087,16,MVS,0,5,small,1
1405,Glasgow,G33 5AF,55.87521678,-4.14689485,16,MVS,0,5,small,1
1406,Stirling,FK8 2NE,56.11258852,-3.9390874,16,MVS,0,10,small,2
1407,Glasgow,G44 4LB,55.82018893,-4.23459987,16,MVS,2,5,small,1
1408,Glasgow,G2  5AD,55.86323941,-4.26941887,16,MVS,13,5,small,1
1409,Glasgow,G2  4LY,55.86305161,-4.26693077,16,MVS,13,5,small,1
1410,Glasgow,G2  4LW,55.86337599,-4.26688574,16,MVS,13,5,small,1
1411,Edinburgh,EH128LU,55.94003613,-3.31378735,16,MVS,1,5,small,1
1412,Edinburgh,EH3 9BN,55.94438452,-3.20486162,16,MVS,0,5,small,1
1413,Dundee,DD2 3XN,56.47392251,-3.00506193,16,MVS,2,5,small,1
1414,Stirling,FK8 2HD,56.10971448,-3.9384121,16,IVS,0,10,large,2
1415,Edinburgh,EH114DT,55.92616915,-3.29873793,16,MVS,1,5,small,1
1416,Edinburgh,EH2 2HG,55.95143148,-3.19724935,16,MVS,9,5,small,1
1417,Glasgow,G2  3JD,55.86606478,-4.26680269,16,MVS,13,5,small,1
1418,Edinburgh,EH1 1PB,55.95048559,-3.18914897,16,MVS,9,5,small,1
1419,Edinburgh,EH1 1PX,55.95037949,-3.18896956,16,MVS,9,5,small,1
1420,Renfrewshire,PA3 3BW,55.84068072,-4.48068685,16,MVS,3,5,small,1
1421,Renfrewshire,PA3 3BD,55.83960742,-4.4910967,16,MVS,3,5,small,1
1422,Renfrewshire,PA9 1AA,55.81512287,-4.52287796,16,None,31,5,small,6
1423,Renfrewshire,PA9 1AF,55.81681663,-4.53753062,16,IVS,31,5,small,1
1424,Edinburgh,EH1 1PG,55.95012026,-3.19069114,16,MVS,9,5,small,1
1425,Edinburgh,EH1 1PE,55.9501811,-3.18904355,16,MVS,9,5,small,1
1426,Glasgow,G23 5QF,55.90290884,-4.2893818,16,MVS,0,5,small,1
1427,Edinburgh,EH1 1PD,55.95030699,-3.18810257,16,MVS,9,5,small,1
1428,Edinburgh,EH1 1NY,55.95048885,-3.1897416,16,MVS,9,5,small,1
1429,Edinburgh,EH1 1QG,55.95092572,-3.18823363,16,MVS,9,5,small,1
1430,Edinburgh,EH1 1LW,55.95016951,-3.19117307,16,MVS,9,5,small,1
1431,Glasgow,G69 6DS,55.85279551,-4.10939045,16,MVS,0,5,small,1
1432,Glasgow,G69 6DF,55.85255923,-4.11268482,16,MVS,0,5,small,1
1433,Glasgow,G69 7XZ,55.84863824,-4.10707243,16,MVS,0,5,small,1
1434,Edinburgh,EH2 2AA,55.95369743,-3.19059276,16,MVS,9,5,small,1
1435,Edinburgh,EH8 8EW,55.95477979,-3.16668207,16,MVS,0,5,small,1
1436,Edinburgh,EH2 2AD,55.95487929,-3.19195838,16,MVS,9,5,small,1
1437,Edinburgh,EH2 2AN,55.95321654,-3.19107448,16,MVS,9,5,small,1
1438,Edinburgh,EH1 1DF,55.95124109,-3.19000489,16,MVS,9,5,small,1
1439,Stirling,FK7 9JF,56.1087635,-3.95597421,16,MVS,33,10,small,2
1440,Renfrewshire,PA3 2LG,55.85887749,-4.43727676,16,MVS,19,5,small,1
1441,Edinburgh,EH114DW,55.92501665,-3.30321251,16,MVS,1,5,small,1
1442,Aberdeen,AB125QX,57.12283654,-2.10684173,16,MVS,2,5,small,1
1443,Glasgow,G46 7RX,55.80729404,-4.3170059,16,MVS,0,5,small,1
1444,Renfrewshire,PA2 7AR,55.83925948,-4.38303603,16,None,31,5,small,6
1445,Renfrewshire,PA2 9BQ,55.83299833,-4.46088956,16,MVS,1,5,small,1
1446,Edinburgh,EH2 2EJ,55.9522961,-3.19333635,16,MVS,9,5,small,1
1447,Stirling,FK8 2JY,56.1115163,-3.94783101,16,MVS,0,10,small,2
1448,Edinburgh,EH2 2EH,55.95277962,-3.18979586,16,MVS,9,5,small,1
1449,Glasgow,G41 2SE,55.84290518,-4.26917585,16,MVS,1,5,small,1
1450,Glasgow,G41 2SS,55.84218414,-4.27074711,16,MVS,1,5,small,1
1451,Glasgow,G41 2SJ,55.84178913,-4.26974972,16,MVS,1,5,small,1
1452,Edinburgh,EH2 2EL,55.95093438,-3.19569662,16,MVS,9,5,small,1
1453,Renfrewshire,PA3 2LH,55.85693112,-4.43707494,16,MVS,19,5,small,1
1454,Renfrewshire,PA2 8SG,55.81915914,-4.44500892,16,MVS,1,5,small,1
1455,Edinburgh,EH1 1YJ,55.95032996,-3.19037729,16,MVS,9,5,large,1
1456,Glasgow,G51 1LX,55.85178121,-4.29311568,16,MVS,15,5,small,1
1457,Glasgow,G51 1NW,55.85149613,-4.28912062,16,MVS,15,5,small,1
1458,Edinburgh,EH1 1QN,55.95047797,-3.18807578,16,MVS,9,5,small,1
1459,Glasgow,G69 7EX,55.8498094,-4.10900497,16,MVS,0,5,small,1
1460,Renfrewshire,PA3 2LP,55.85543005,-4.43571857,16,MVS,19,5,small,1
1461,Edinburgh,EH1 1QL,55.95060203,-3.18825574,16,MVS,9,5,small,1
1462,Renfrewshire,PA3 2LQ,55.85833588,-4.43920842,16,MVS,19,5,small,1
1463,Aberdeen,AB251PL,57.14905591,-2.10926434,16,MVS,41,5,small,1
1464,Edinburgh,EH2 2AU,55.9534662,-3.19127433,16,MVS,9,5,small,1
1465,Aberdeen,AB251NX,57.14904616,-2.11014025,16,MVS,41,5,small,1
1466,Glasgow,G2  4NJ,55.8640171,-4.26721078,16,MVS,13,5,small,1
1467,Aberdeen,AB101HF,57.14689069,-2.09884646,16,MVS,41,5,small,1
1468,Edinburgh,EH8 8HY,55.95510915,-3.1603496,16,MVS,0,5,small,1
1469,Glasgow,G2  4PP,55.86490398,-4.26980367,16,MVS,13,5,large,1
1470,Glasgow,G2  4PG,55.86456637,-4.26861726,16,MVS,13,5,small,1
1471,Aberdeen,AB115BJ,57.14702719,-2.09659926,16,MVS,12,5,small,1
1472,Aberdeen,AB115PD,57.14676668,-2.09659857,16,MVS,12,5,small,1
1473,Edinburgh,EH218QU,55.93759805,-3.0842484,16,MVS,4,5,small,1
1474,Aberdeen,AB115PZ,57.14574336,-2.09563741,16,MVS,12,5,small,1
1475,Glasgow,G2  4NQ,55.86502716,-4.27043417,16,MVS,13,5,small,1
1476,Glasgow,G2  4NE,55.86395117,-4.2678622,16,MVS,13,5,small,1
1477,Aberdeen,AB101TJ,57.14515042,-2.10680704,16,MVS,41,5,small,1
1478,Glasgow,G2  4NB,55.86449601,-4.26658342,16,MVS,13,5,small,1
1479,Glasgow,G2  4JR,55.86547651,-4.26897401,16,MVS,13,5,small,1
1480,Glasgow,G2  4JN,55.86499524,-4.26875415,16,MVS,13,5,large,1
1481,Glasgow,G2  4JL,55.86498965,-4.26710764,16,MVS,13,5,small,1
1482,Glasgow,G2  4HQ,55.86489369,-4.26743767,16,MVS,13,5,large,1
1483,Edinburgh,EH114EW,55.92436022,-3.30155809,16,MVS,1,5,small,1
1484,Edinburgh,EH114EP,55.92475089,-3.29774626,16,MVS,1,5,small,1
1485,Edinburgh,EH114EJ,55.92197771,-3.29827767,16,MVS,1,5,small,1
1486,Glasgow,G2  4ER,55.86510282,-4.26925588,16,MVS,13,5,small,1
1487,Aberdeen,AB101HE,57.14724152,-2.09821939,16,MVS,41,5,small,1
1488,Glasgow,G2  4PR,55.86467865,-4.26983846,16,MVS,13,5,small,1
1489,Glasgow,G2  4PS,55.86433544,-4.2689554,16,MVS,13,5,small,1
1490,Aberdeen,AB101BD,57.14745859,-2.09631943,16,MVS,41,5,small,1
1491,Glasgow,G69 6RR,55.85390973,-4.11881351,16,MVS,0,5,small,1
1492,Edinburgh,EH1 1DE,55.95095364,-3.18999607,16,MVS,9,5,small,1
1493,Edinburgh,EH1 3AA,55.9569749,-3.18523162,16,MVS,6,5,small,1
1494,Edinburgh,EH127SZ,55.94008334,-3.28546689,16,MVS,1,5,small,1
1495,Edinburgh,EH1 3AF,55.95748456,-3.18455846,16,MVS,6,5,small,1
1496,Edinburgh,EH127HD,55.94193018,-3.28155737,16,MVS,1,5,small,1
1497,Renfrewshire,PA2 8TY,55.81489431,-4.4398089,16,None,31,5,small,6
1498,Aberdeen,AB101BJ,57.14628127,-2.10798365,16,MVS,41,5,small,1
1499,Edinburgh,EH1 3AJ,55.95658781,-3.1843709,16,MVS,6,5,small,1
1500,Edinburgh,EH1 3AL,55.95695221,-3.18385347,16,MVS,6,5,small,1
1501,Edinburgh,EH6 6ET,55.97598561,-3.17422715,16,MVS,2,5,small,1
1502,Edinburgh,EH1 3AN,55.95505713,-3.18656641,16,MVS,6,5,large,1
1503,Renfrewshire,PA5 8NH,55.82967649,-4.51665052,16,MVS,31,5,small,1
1504,Renfrewshire,PA5 8LT,55.82970668,-4.51473619,16,MVS,31,5,small,1
1505,Edinburgh,EH1 3AT,55.95405822,-3.18765695,16,MVS,6,5,small,1
1506,Glasgow,G2  4PZ,55.86400149,-4.27000672,16,MVS,13,5,large,1
1507,Aberdeen,AB101AU,57.147764,-2.09633676,16,MVS,41,5,small,1
1508,Glasgow,G2  4PT,55.86424228,-4.26864631,16,MVS,13,5,large,1
1509,Aberdeen,AB101BB,57.14721542,-2.09712859,16,MVS,41,5,small,1
1510,Glasgow,G2  4PB,55.86368683,-4.26854999,16,MVS,13,5,small,1
1511,Aberdeen,AB116NB,57.14491525,-2.09780008,16,MVS,12,5,small,1
1512,Edinburgh,EH218QT,55.93723199,-3.08398204,16,MVS,4,5,small,1
1513,Edinburgh,EH139AF,55.91104381,-3.23702319,16,MVS,0,5,small,1
1514,Glasgow,G13 1RX,55.88755887,-4.33336674,16,MVS,3,5,small,1
1515,Glasgow,G13 1RR,55.88932764,-4.33109002,16,MVS,3,5,small,1
1516,Glasgow,G46 7RW,55.80944409,-4.31403749,16,MVS,0,5,small,1
1517,Edinburgh,EH2 2PA,55.95384291,-3.19690739,16,MVS,9,5,small,1
1518,Edinburgh,EH2 2PJ,55.95311701,-3.19670882,16,MVS,9,5,small,1
1519,Glasgow,G43 2JS,55.81800277,-4.26906647,16,MVS,0,5,small,1
1520,Edinburgh,EH2 2HN,55.95368782,-3.19807175,16,MVS,9,5,small,1
1521,Edinburgh,EH2 2HT,55.95365324,-3.19885544,16,MVS,9,5,small,1
1522,Glasgow,G43 2JH,55.81932293,-4.27592791,16,MVS,0,5,small,1
1523,Edinburgh,EH112BA,55.94495673,-3.21794519,16,MVS,0,5,small,1
1524,Aberdeen,AB101QX,57.14563871,-2.10299104,16,MVS,41,5,small,1
1525,Aberdeen,AB101RD,57.14589821,-2.10419814,16,MVS,41,5,small,1
1526,Edinburgh,EH2 3AH,55.95146828,-3.20269548,16,MVS,9,5,small,1
1527,Aberdeen,AB116BB,57.14520748,-2.10303941,16,MVS,41,5,small,1
1528,Glasgow,G72 7JF,55.82110314,-4.1638993,16,MVS,8,5,small,1
1529,Glasgow,G13 1UW,55.88718245,-4.33804573,16,MVS,3,5,small,1
1530,Glasgow,G4  0BY,55.86717867,-4.24132636,16,MVS,40,5,small,1
1531,Edinburgh,EH1 3EP,55.95627394,-3.191761,16,MVS,6,5,small,1
1532,Aberdeen,AB101PR,57.14539504,-2.10434545,16,MVS,41,5,small,1
1533,Glasgow,G81 3LD,55.91193598,-4.42209138,16,MVS,0,5,small,1
1534,Glasgow,G4  0AX,55.86934847,-4.2489959,16,MVS,40,5,small,1
1535,Edinburgh,EH2 2BY,55.95293698,-3.19303577,16,MVS,9,5,small,1
1536,Glasgow,G33 1FA,55.89952388,-4.18031024,16,None,3,5,small,6
1537,Glasgow,G81 3QT,55.91197036,-4.42673422,16,MVS,0,5,small,1
1538,Glasgow,G4  0AD,55.8695835,-4.24990461,16,MVS,40,5,small,1
1539,Glasgow,G33 1FB,55.89933803,-4.17913208,16,None,3,5,small,6
1540,Edinburgh,EH3 9FA,55.94529476,-3.20458566,16,MVS,4,5,small,1
1541,Stirling,FK9 5EY,56.13550292,-3.92767224,16,MVS,3,10,small,2
1542,Glasgow,G4  0AA,55.8687476,-4.24351066,16,MVS,40,5,large,1
1543,Glasgow,G2  1DU,55.8687476,-4.24351066,16,MVS,40,5,large,1
1544,Glasgow,G4  0PT,55.86869271,-4.24208493,16,MVS,40,5,small,1
1545,Glasgow,G4  0EE,55.86801682,-4.24119884,16,MVS,40,5,small,1
1546,Glasgow,G4  0ED,55.86869271,-4.24208493,16,MVS,40,5,large,1
1547,Edinburgh,EH2 2EQ,55.95293418,-3.18960842,16,MVS,9,5,large,1
1548,Glasgow,G73 2DP,55.81782679,-4.21564418,16,MVS,5,5,small,1
1549,Edinburgh,EH2 3JD,55.95188204,-3.20173141,16,MVS,9,5,small,1
1550,Glasgow,G21 1XG,55.89437669,-4.23329828,16,MVS,0,5,small,1
1551,Edinburgh,EH2 2DY,55.95307206,-3.19763632,16,MVS,9,5,large,1
1552,Edinburgh,EH2 2NH,55.95254571,-3.19909346,16,MVS,9,5,small,1
1553,Edinburgh,EH2 2NN,55.95245391,-3.19836994,16,MVS,9,5,small,1
1554,Edinburgh,EH2 2DL,55.95248203,-3.19640096,16,MVS,9,5,small,1
1555,Edinburgh,EH2 2NP,55.95271685,-3.19905071,16,MVS,9,5,small,1
1556,Glasgow,G33 1PS,55.8970639,-4.17966034,16,None,3,5,small,6
1557,Glasgow,G33 1PP,55.89824839,-4.18027065,16,None,3,5,small,6
1558,Edinburgh,EH3 9AA,55.94521031,-3.20495131,16,MVS,4,5,small,1
1559,Glasgow,G33 1PJ,55.89828252,-4.1808804,16,None,3,5,small,6
1560,Edinburgh,EH2 3AA,55.95161958,-3.20100261,16,MVS,9,5,small,1
1561,Glasgow,G33 1AQ,55.89114385,-4.18255885,16,MVS,3,5,small,1
1562,Edinburgh,EH2 2AH,55.95345721,-3.19313185,16,MVS,9,5,large,1
1563,Edinburgh,EH3 9QF,55.94406207,-3.20750953,16,MVS,4,5,small,1
1564,Aberdeen,AB116JL,57.14480476,-2.10118746,16,MVS,41,5,small,1
1565,Glasgow,G31 2HX,55.85985642,-4.22286295,16,MVS,0,5,small,1
1566,Edinburgh,EH2 2BD,55.9535424,-3.19268604,16,MVS,9,5,small,1
1567,Edinburgh,EH2 2ER,55.95201547,-3.19818023,16,MVS,9,5,small,1
1568,Glasgow,G33 1PU,55.89752292,-4.17962211,16,None,3,5,small,6
1569,Glasgow,G33 1FE,55.89777107,-4.17677283,16,None,3,5,small,6
1570,Edinburgh,EH2 2PR,55.95320597,-3.19494987,16,MVS,9,5,small,1
1571,Edinburgh,EH2 3JF,55.9520438,-3.20080755,16,MVS,9,5,small,1
1572,Edinburgh,EH1 3JT,55.95708,-3.18738111,16,MVS,6,5,small,1
1573,Edinburgh,EH2 3JG,55.95176925,-3.20224039,16,MVS,9,5,small,1
1574,Glasgow,G81 2XT,55.91225467,-4.39061843,16,MVS,0,5,small,1
1575,Edinburgh,EH3 8EX,55.94590436,-3.20839952,16,MVS,4,5,small,1
1576,Edinburgh,EH3 8HH,55.94547095,-3.2076975,16,MVS,4,5,large,1
1577,Glasgow,G33 1PH,55.89861313,-4.18200268,16,None,3,5,small,6
1578,Glasgow,G81 4JS,55.91531723,-4.44246714,16,MVS,0,5,small,1
1579,Aberdeen,AB116BH,57.14614447,-2.0996377,16,MVS,12,5,small,1
1580,Glasgow,G81 4SJ,55.92236793,-4.43953339,16,MVS,2,5,small,1
1581,Edinburgh,EH2 2SA,55.95369135,-3.1949328,16,MVS,9,5,large,1
1582,Edinburgh,EH153RD,55.93426099,-3.10386023,16,MVS,4,5,small,1
1583,Glasgow,G33 1PX,55.89658303,-4.17940944,16,None,3,5,small,6
1584,Glasgow,G31 2NL,55.862197,-4.22165427,16,MVS,0,5,small,1
1585,Edinburgh,EH2 2QA,55.95281548,-3.19629914,16,MVS,9,5,small,1
1586,Glasgow,G4  0BZ,55.8675116,-4.24278405,16,MVS,40,5,small,1
1587,Glasgow,G31 2LD,55.8588933,-4.22095428,16,MVS,0,5,small,1
1588,Glasgow,G40 1AB,55.85390817,-4.23814938,16,MVS,0,5,small,1
1589,Glasgow,G2  3LG,55.86592452,-4.26904809,16,MVS,13,5,small,1
1590,Glasgow,G4  0DU,55.86693011,-4.24510004,16,MVS,40,5,small,1
1591,Glasgow,G2  3LX,55.86645096,-4.27022958,16,MVS,13,5,small,1
1592,Glasgow,G4  0DW,55.86724736,-4.24396756,16,MVS,40,5,small,1
1593,Edinburgh,EH1 1SJ,55.95067664,-3.18704094,16,MVS,9,5,small,1
1594,Glasgow,G4  0DY,55.86715215,-4.24327479,16,MVS,40,5,small,1
1595,Glasgow,G4  0DZ,55.86721989,-4.24350246,16,MVS,40,5,small,1
1596,Glasgow,G4  0JE,55.86777163,-4.24823342,16,MVS,40,5,small,1
1597,Edinburgh,EH1 1DH,55.95115901,-3.18547026,16,MVS,9,5,small,1
1598,Stirling,FK9 4RS,56.15134428,-3.93065519,16,MVS,1,10,small,2
1599,Glasgow,G3  6BH,55.87012841,-4.2793796,16,MVS,0,5,small,1
1600,Glasgow,G2  3LW,55.8662776,-4.26890886,16,MVS,13,5,small,1
1601,Glasgow,G4  0JF,55.86864651,-4.24855572,16,MVS,40,5,small,1
1602,Glasgow,G5  9AR,55.85111841,-4.25605852,16,MVS,2,5,small,1
1603,Stirling,FK9 4LY,56.16283419,-3.9463541,16,MVS,7,10,small,2
1604,Glasgow,G4  0XB,55.86895073,-4.24764623,16,MVS,40,5,small,1
1605,Glasgow,G4  0XG,55.86920794,-4.24734142,16,MVS,40,5,small,1
1606,Edinburgh,EH177QN,55.91012209,-3.14755116,16,MVS,0,5,small,1
1607,Stirling,FK8 2NN,56.11308054,-3.94094572,16,MVS,0,10,small,2
1608,Glasgow,G5  9AW,55.85113364,-4.25669847,16,MVS,2,5,small,1
1609,Glasgow,G4  0XH,55.86940983,-4.24711332,16,MVS,40,5,small,1
1610,Edinburgh,EH3 8EB,55.9463003,-3.21199867,16,MVS,4,5,small,1
1611,Edinburgh,EH3 8ED,55.94644922,-3.21147491,16,MVS,4,5,small,1
1612,Glasgow,G33 1AE,55.88211011,-4.16841298,16,MVS,3,5,small,1
1613,Glasgow,G4  0EZ,55.86939594,-4.23702654,16,MVS,40,5,large,1
1614,Glasgow,G40 1DW,55.8497816,-4.23278378,16,MVS,0,5,small,1
1615,Glasgow,G40 1EE,55.849589,-4.23349165,16,MVS,0,5,small,1
1616,Glasgow,G43 2PE,55.81845827,-4.27554218,16,MVS,0,5,small,1
1617,Glasgow,G4  0DT,55.86716529,-4.24501771,16,MVS,40,5,large,1
1618,Edinburgh,EH3 8BL,55.94490563,-3.20670317,16,MVS,4,5,small,1
1619,Glasgow,G4  0DB,55.86679332,-4.24323811,16,MVS,40,5,small,1
1620,Glasgow,G4  0DS,55.86856002,-4.24541789,16,MVS,40,5,small,1
1621,Edinburgh,EH1 1SS,55.95070602,-3.18585677,16,MVS,9,5,small,1
1622,Edinburgh,EH105HF,55.92720373,-3.21588369,16,MVS,20,5,large,1
1623,Edinburgh,EH104QB,55.92901717,-3.21149098,16,MVS,20,5,small,1
1624,Edinburgh,EH3 8AQ,55.94566395,-3.21183468,16,MVS,4,5,small,1
1625,Edinburgh,EH1 1SG,55.95047497,-3.18652231,16,MVS,9,5,small,1
1626,Glasgow,G43 2UZ,55.81458617,-4.30008883,16,MVS,0,5,small,1
1627,Edinburgh,EH8 9RU,55.94457526,-3.18145826,16,MVS,10,5,small,1
1628,Edinburgh,EH2 2ND,55.9526104,-3.19983216,16,MVS,9,5,small,1
