,city,postcode,latitude,longitude,total_score,scheme_references,nobroadband_rate,simd10,pctype,ur_class
992,Glasgow,G4  0QG,55.86269417,-4.23884659,18,MVS,1,3,small,1
993,Glasgow,G62 6NB,55.93976137,-4.3156084,18,MVS,2,3,small,1
994,Inverness,IV2 5AY,57.47078846,-4.14526443,18,MVS,42,8,small,2
995,Glasgow,G53 7SP,55.81068921,-4.34743671,18,MVS,1,3,small,1
996,Edinburgh,EH5 1HY,55.97738026,-3.23918833,18,MVS,0,3,small,1
997,Glasgow,G3  7BN,55.86347597,-4.27801491,18,MVS,0,3,small,1
998,Stirling,FK7 9HU,56.10203263,-3.95199882,18,MVS,37,8,small,2
999,Dundee,DD1 3BG,56.46035653,-2.96882387,18,MVS,2,3,large,1
1000,Glasgow,G4  9AD,55.87169077,-4.26973618,18,MVS,0,3,small,1
1001,Dundee,DD1 3BA,56.46040954,-2.96893881,18,MVS,2,3,small,1
1002,Glasgow,G22 6RU,55.88644387,-4.24597117,18,MVS,0,3,small,1
1003,Edinburgh,EH5 1QN,55.97721966,-3.23996844,18,MVS,3,3,small,1
1004,Dundee,DD3 7DS,56.47784771,-2.97133143,18,MVS,0,3,small,1
1005,Glasgow,G13 1HS,55.89006811,-4.32377767,18,MVS,0,3,small,1
1006,Glasgow,G13 1HR,55.88960383,-4.3226624,18,MVS,0,3,small,1
1007,Dundee,DD1 1SD,56.46125037,-2.96941462,18,MVS,2,3,small,1
1008,Edinburgh,EH6 8LN,55.9702313,-3.17177763,18,MVS,0,3,small,1
1009,Dundee,DD1 1TF,56.46182813,-2.97136052,18,MVS,2,3,large,1
1010,Edinburgh,EH5 1QJ,55.98158322,-3.24119795,18,MVS,3,3,small,1
1011,Glasgow,G53 7SD,55.81055831,-4.34958348,18,MVS,1,3,small,1
1012,Glasgow,G53 7QS,55.81142648,-4.35118401,18,MVS,1,3,small,1
1013,Glasgow,G32 6AA,55.85391568,-4.17866513,18,MVS,0,3,small,1
1014,Glasgow,G43 1AT,55.82378843,-4.30398486,18,MVS,6,3,small,1
1015,Glasgow,G43 1AY,55.82376435,-4.32721351,18,MVS,6,3,small,1
1016,Glasgow,G43 1AZ,55.81792084,-4.33203664,18,MVS,6,3,small,1
1017,Glasgow,G51 2XW,55.85035195,-4.31185183,18,MVS,1,3,small,1
1018,Stirling,FK7 9HD,56.10509223,-3.94888937,18,MVS,3,8,small,2
1019,Glasgow,G4  0RP,55.86230983,-4.239224,18,MVS,1,3,small,1
1020,Glasgow,G4  0RE,55.86288453,-4.24171822,18,MVS,1,3,small,1
1021,Glasgow,G4  0QU,55.8628531,-4.2434424,18,MVS,1,3,large,1
1022,Glasgow,G32 7BW,55.8519447,-4.17577485,18,MVS,0,3,small,1
1023,Glasgow,G53 7YU,55.79733869,-4.33773016,18,None,1,3,small,6
1024,Glasgow,G4  0NR,55.86254744,-4.24147506,18,MVS,1,3,large,1
1025,Inverness,IV2 6ET,57.44803193,-4.21928195,18,MVS,0,8,small,2
1026,Glasgow,G4  0LZ,55.86271454,-4.24463302,18,MVS,1,3,small,1
1027,Glasgow,G53 7HR,55.79749877,-4.34442491,18,None,1,3,small,6
1028,Glasgow,G53 7PT,55.79754443,-4.34579979,18,None,1,3,small,6
1029,Glasgow,G53 7QL,55.79807026,-4.34367746,18,None,1,3,small,6
1030,Glasgow,G53 7RJ,55.80287331,-4.33924282,18,None,1,3,small,6
1031,Edinburgh,EH5 1SA,55.97782111,-3.24359346,18,MVS,3,3,small,1
1032,Glasgow,G62 6BW,55.94006629,-4.31850904,18,MVS,2,3,small,1
1033,Glasgow,G41 5BW,55.84736589,-4.31387908,18,MVS,12,3,small,1
1034,Glasgow,G44 4BN,55.81840369,-4.26096451,18,MVS,0,3,small,1
1035,Dundee,DD1 1LS,56.46025951,-2.97547476,18,MVS,2,3,large,1
1036,Glasgow,G81 3RJ,55.91623583,-4.42144739,18,MVS,0,3,small,1
1037,Glasgow,G81 5QY,55.92353408,-4.39525086,18,None,0,3,small,6
1038,Dundee,DD1 1EX,56.46242217,-2.9758061,18,MVS,2,3,small,1
1039,Dundee,DD1 1AF,56.46024078,-2.97557165,18,MVS,2,3,large,1
1040,Glasgow,G81 6DS,55.92303512,-4.42030289,18,MVS,0,3,small,1
1041,Dundee,DD1 1NG,56.46169619,-2.97786471,18,MVS,2,3,small,1
1042,Dundee,DD1 1ND,56.46169292,-2.97599837,18,MVS,2,3,small,1
1043,Glasgow,G46 8NL,55.80574516,-4.32240351,18,MVS,0,3,small,1
1044,Glasgow,G44 4UD,55.82421647,-4.25422905,18,MVS,0,3,small,1
1045,Dundee,DD1 2AP,56.4618856,-2.96975537,18,MVS,2,3,small,1
1046,Dundee,DD1 2AJ,56.4621323,-2.97037834,18,MVS,2,3,small,1
1047,Glasgow,G44 4RX,55.82390762,-4.2548977,18,MVS,0,3,small,1
1048,Glasgow,G42 9AY,55.82524159,-4.25321864,18,MVS,0,3,large,1
1049,Glasgow,G43 1PG,55.82278066,-4.29972641,18,MVS,6,3,small,1
1050,Dundee,DD1 1EF,56.46404762,-2.97131982,18,MVS,2,3,small,1
1051,Dundee,DD1 1DU,56.46316592,-2.97147582,18,MVS,2,3,small,1
1052,Dundee,DD1 1LX,56.46156672,-2.97490783,18,MVS,2,3,small,1
1053,Glasgow,G81 3LZ,55.9165183,-4.41988059,18,MVS,0,3,small,1
1054,Glasgow,G43 2HS,55.8192501,-4.26819725,18,MVS,0,3,small,1
1055,Dundee,DD1 1DD,56.462131,-2.97169282,18,MVS,2,3,small,1
1056,Aberdeen,AB116HA,57.14439905,-2.10298758,18,MVS,30,3,small,1
1057,Dundee,DD1 1SG,56.46098251,-2.97034902,18,MVS,2,3,small,1
1058,Inverness,IV2 4RW,57.45425045,-4.24461368,18,MVS,49,8,small,2
1059,Inverness,IV2 4XE,57.45516173,-4.24440282,18,MVS,49,8,small,2
1060,Edinburgh,EH139ED,55.90952077,-3.22849603,18,MVS,0,3,small,1
1061,Glasgow,G81 2RE,55.90363587,-4.389208,18,MVS,0,3,small,1
1062,Dundee,DD1 1DH,56.46178449,-2.97119712,18,MVS,2,3,small,1
1063,Dundee,DD1 1UF,56.46010066,-2.97167342,18,MVS,2,3,small,1
1064,Glasgow,G43 2AX,55.82196333,-4.2677645,18,MVS,0,3,small,1
1065,Dundee,DD1 1QE,56.46024078,-2.97557165,18,MVS,2,3,large,1
1066,Glasgow,G81 3ND,55.91635144,-4.4141887,18,MVS,0,3,small,1
1067,Dundee,DD1 1QB,56.46137916,-2.97590918,18,MVS,2,3,large,1
1068,Dundee,DD1 1PZ,56.46038792,-2.97742539,18,MVS,2,3,small,1
1069,Dundee,DD1 1PS,56.46103131,-2.97672788,18,MVS,2,3,small,1
1070,Glasgow,G43 2AS,55.82125126,-4.26641397,18,MVS,0,3,small,1
1071,Glasgow,G43 2AW,55.82170857,-4.26842018,18,MVS,0,3,small,1
1072,Glasgow,G43 1AU,55.82259749,-4.31857047,18,MVS,6,3,small,1
1073,Glasgow,G43 1LQ,55.82261737,-4.30172838,18,MVS,6,3,small,1
1074,Glasgow,G52 4JZ,55.8555772,-4.3613451,18,MVS,7,3,small,1
1075,Glasgow,G51 4SP,55.8672167,-4.3472348,18,MVS,7,3,small,1
1076,Stirling,FK8 3AW,56.11572981,-3.9649172,18,IVS,4,8,small,2
1077,Glasgow,G22 7DW,55.89706787,-4.25966962,18,MVS,0,3,small,1
1078,Glasgow,G20 0HD,55.89513175,-4.29773675,18,MVS,2,3,small,1
1079,Glasgow,G20 0DF,55.89507731,-4.29824537,18,MVS,2,3,small,1
1080,Dundee,DD1 1SZ,56.46017585,-2.97010125,18,MVS,2,3,small,1
1081,Glasgow,G22 7XS,55.89627729,-4.26063135,18,MVS,0,3,small,1
1082,Dundee,DD1 3AJ,56.46001669,-2.96977264,18,MVS,2,3,small,1
1083,Glasgow,G22 7JT,55.90015448,-4.2530825,18,MVS,0,3,small,1
1084,Glasgow,G51 4FE,55.86036488,-4.35351738,18,MVS,7,3,small,1
1085,Glasgow,G51 4FD,55.85968491,-4.35053582,18,MVS,7,3,small,1
1086,Glasgow,G51 4TH,55.86416937,-4.34914462,18,MVS,7,3,small,1
1087,Glasgow,G51 4TE,55.86495264,-4.33680532,18,MVS,7,3,small,1
1088,Stirling,FK8 2DX,56.11617198,-3.93521424,18,MVS,21,8,small,2
1089,Dundee,DD1 3BS,56.46017711,-2.96993901,18,MVS,2,3,large,1
1090,Glasgow,G51 4SJ,55.8606921,-4.35238655,18,MVS,7,3,small,1
1091,Glasgow,G52 1EQ,55.84824629,-4.31771767,18,MVS,12,3,small,1
1092,Glasgow,G51 4LS,55.86241156,-4.34470744,18,MVS,7,3,large,1
1093,Inverness,IV2 6BN,57.44575952,-4.22076086,18,MVS,3,8,small,2
1094,Inverness,IV2 6FN,57.44669518,-4.22018427,18,MVS,0,8,small,2
1095,Glasgow,G51 4SD,55.86477982,-4.35247391,18,MVS,7,3,large,1
1096,Inverness,IV2 6FP,57.44773731,-4.21866409,18,MVS,0,8,small,2
1097,Edinburgh,EH113AN,55.93226393,-3.25074502,18,MVS,0,3,small,1
1098,Edinburgh,EH5 1QE,55.97716417,-3.24458197,18,MVS,3,3,small,1
1099,Glasgow,G43 1BD,55.81406281,-4.3274163,18,MVS,6,3,small,1
1100,Glasgow,G20 0DZ,55.89314107,-4.29701126,18,MVS,2,3,small,1
1101,Dundee,DD2 1FA,56.46041016,-3.03669005,17,MVS,2,4,small,1
1102,Dundee,DD2 1NH,56.46343427,-3.04569853,17,MVS,2,4,small,1
1103,Glasgow,G5  8NG,55.8539729,-4.27236165,17,MVS,4,4,small,1
1104,Glasgow,G13 4AE,55.89216086,-4.36956545,17,MVS,3,4,small,1
1105,Aberdeen,AB243DS,57.16259974,-2.10161646,17,MVS,1,4,small,1
1106,Dundee,DD2 1GZ,56.4640189,-3.04134888,17,MVS,2,4,small,1
1107,Glasgow,G51 1LF,55.85349766,-4.27958778,17,MVS,4,4,small,1
1108,Aberdeen,AB116HN,57.14243308,-2.10137926,17,MVS,21,4,small,1
1109,Dundee,DD2 1UA,56.46134109,-3.0371049,17,MVS,2,4,small,1
1110,Glasgow,G41 5BJ,55.84576148,-4.30311263,17,MVS,4,4,small,1
1111,Aberdeen,AB116HJ,57.14265715,-2.1020078,17,MVS,21,4,small,1
1112,Glasgow,G13 3TF,55.889966,-4.36639293,17,MVS,0,4,small,1
1113,Glasgow,G3  6RE,55.86625904,-4.26161956,17,MVS,16,4,small,1
1114,Glasgow,G3  6PL,55.86731402,-4.26192065,17,MVS,16,4,small,1
1115,Dundee,DD4 0RN,56.49009459,-2.91926915,17,MVS,0,4,small,1
1116,Dundee,DD4 0HU,56.48963315,-2.91727669,17,MVS,0,4,small,1
1117,Renfrewshire,PA5 0RS,55.81744415,-4.52539092,17,MVS,0,4,small,1
1118,Renfrewshire,PA5 0RT,55.81828554,-4.52424813,17,MVS,0,4,small,1
1119,Aberdeen,AB123AX,57.12790376,-2.08201373,17,MVS,17,4,small,1
1120,Aberdeen,AB123BS,57.12709703,-2.07930309,17,MVS,17,4,small,1
1121,Inverness,IV2 6RG,57.44508668,-4.23290268,17,MVS,0,9,small,2
1122,Glasgow,G1  1QB,55.86005683,-4.24054854,17,MVS,1,4,small,1
1123,Glasgow,G1  1PP,55.86019557,-4.2403328,17,MVS,1,4,small,1
1124,Edinburgh,EH6 8NR,55.96759534,-3.174005,17,MVS,0,4,small,1
1125,Aberdeen,AB241UJ,57.16946519,-2.09855961,17,MVS,0,4,small,1
1126,Glasgow,G13 2XD,55.89058894,-4.33756297,17,MVS,0,4,small,1
1127,Glasgow,G13 2YQ,55.89272832,-4.33849137,17,MVS,0,4,small,1
1128,Glasgow,G13 2YN,55.89226783,-4.33718414,17,MVS,0,4,small,1
1129,Glasgow,G73 2TL,55.82181194,-4.21793021,17,MVS,1,4,small,1
1130,Renfrewshire,PA1 1UW,55.84445505,-4.42301887,17,MVS,4,4,small,1
1131,Inverness,IV2 6HA,57.44745301,-4.17414699,17,MVS,1,9,small,2
1132,Aberdeen,AB116ET,57.14347421,-2.10248927,17,MVS,21,4,small,1
1133,Glasgow,G81 1EL,55.89310405,-4.38401795,17,MVS,0,4,small,1
1134,Glasgow,G40 2RH,55.851603,-4.23196162,17,MVS,0,4,small,1
1135,Glasgow,G51 4ET,55.85665346,-4.336994,17,MVS,0,4,small,1
1136,Glasgow,G41 1EE,55.85138255,-4.28265927,17,MVS,4,4,small,1
1137,Glasgow,G41 1EJ,55.85156467,-4.28204685,17,MVS,4,4,small,1
1138,Aberdeen,AB119AY,57.13798698,-2.08892586,17,MVS,0,4,small,1
1139,Glasgow,G41 3PG,55.82684286,-4.28527671,17,MVS,2,4,small,1
1140,Glasgow,G41 3NF,55.82788115,-4.28453925,17,MVS,2,4,large,1
1141,Glasgow,G41 3RS,55.82864485,-4.28455211,17,MVS,2,4,small,1
1142,Glasgow,G41 3NN,55.82848405,-4.28401575,17,MVS,2,4,small,1
1143,Glasgow,G41 1HP,55.85301797,-4.27831344,17,MVS,4,4,small,1
1144,Glasgow,G76 8QH,55.78047302,-4.2708867,17,MVS,0,4,small,1
1145,Glasgow,G41 1HU,55.85284731,-4.27927807,17,MVS,4,4,small,1
1146,Glasgow,G5  8QF,55.85000706,-4.27540524,17,MVS,4,4,small,1
1147,Glasgow,G42 9HB,55.82325438,-4.25865962,17,MVS,9,4,small,1
1148,Glasgow,G41 1HW,55.85317889,-4.27932945,17,MVS,4,4,small,1
1149,Glasgow,G41 1JA,55.85305844,-4.28000943,17,MVS,4,4,small,1
1150,Edinburgh,EH6 7DT,55.98247422,-3.16368545,17,MVS,2,4,small,1
1151,Edinburgh,EH6 7DR,55.9839939,-3.16926078,17,MVS,2,4,small,1
1152,Glasgow,G41 1JB,55.85263303,-4.28065555,17,MVS,4,4,small,1
1153,Aberdeen,AB115FN,57.14889279,-2.08832408,17,MVS,2,4,small,1
1154,Glasgow,G81 6AD,55.92150987,-4.40825107,17,MVS,0,4,small,1
1155,Glasgow,G41 1DY,55.85157096,-4.28364492,17,MVS,4,4,small,1
1156,Glasgow,G81 6PS,55.9309022,-4.40686474,17,None,0,4,small,6
1157,Glasgow,G81 1EU,55.89555136,-4.38248859,17,MVS,0,4,small,1
1158,Glasgow,G81 3AY,55.91014261,-4.41364266,17,MVS,0,4,small,1
1159,Glasgow,G81 1EZ,55.89454035,-4.38688922,17,MVS,0,4,small,1
1160,Glasgow,G2  3HN,55.86600248,-4.2589515,17,MVS,16,4,large,1
1161,Glasgow,G81 1EH,55.8925614,-4.38419259,17,MVS,0,4,small,1
1162,Glasgow,G81 1AJ,55.89802836,-4.38823927,17,MVS,0,4,small,1
1163,Glasgow,G81 1BZ,55.89729308,-4.39046553,17,MVS,0,4,small,1
1164,Glasgow,G81 2QB,55.90589478,-4.39921882,17,MVS,1,4,small,1
1165,Glasgow,G81 3BN,55.91047779,-4.41121523,17,MVS,0,4,small,1
1166,Edinburgh,EH112NH,55.94057792,-3.2308881,17,MVS,0,4,small,1
1167,Aberdeen,AB123LG,57.11417618,-2.08424538,17,MVS,17,4,small,1
1168,Glasgow,G51 1RN,55.85075127,-4.30494165,17,MVS,4,4,small,1
1169,Aberdeen,AB123LH,57.11224187,-2.07476381,17,MVS,17,4,small,1
1170,Glasgow,G41 1AR,55.84435091,-4.26729533,17,MVS,0,4,small,1
1171,Glasgow,G41 1AT,55.84460741,-4.2655691,17,MVS,0,4,small,1
1172,Glasgow,G41 1BE,55.84436502,-4.2665294,17,MVS,0,4,small,1
1173,Aberdeen,AB123JZ,57.11871026,-2.07376956,17,MVS,17,4,small,1
1174,Aberdeen,AB123LE,57.11545542,-2.07865067,17,MVS,17,4,small,1
1175,Aberdeen,AB123LW,57.1161957,-2.07257564,17,MVS,17,4,small,1
1176,Aberdeen,AB123HT,57.12177617,-2.06906891,17,MVS,17,4,small,1
1177,Glasgow,G81 3BJ,55.91002154,-4.41248303,17,MVS,0,4,small,1
1178,Glasgow,G3  6RF,55.86616192,-4.26201349,17,MVS,16,4,small,1
1179,Glasgow,G2  3PT,55.86636261,-4.25695857,17,MVS,16,4,small,1
1180,Glasgow,G73 2NQ,55.82246238,-4.22023423,17,MVS,1,4,small,1
1181,Edinburgh,EH114BY,55.92592608,-3.29536889,17,MVS,0,4,small,1
1182,Glasgow,G2  3DZ,55.86541987,-4.25984466,17,MVS,16,4,small,1
1183,Glasgow,G73 4SE,55.798157,-4.20844779,17,None,20,4,small,6
1184,Glasgow,G73 5RG,55.79396569,-4.19608618,17,None,20,4,small,6
1185,Edinburgh,EH114EQ,55.92783115,-3.29706498,17,MVS,0,4,small,1
1186,Glasgow,G44 5TA,55.80508183,-4.26158023,17,None,1,4,small,6
1187,Edinburgh,EH8 8EA,55.95442573,-3.17368635,17,MVS,21,4,small,1
1188,Edinburgh,EH8 8DZ,55.95379492,-3.17482039,17,MVS,10,4,small,1
1189,Edinburgh,EH8 8DX,55.95272281,-3.17228955,17,MVS,21,4,small,1
1190,Glasgow,G2  3HU,55.86569257,-4.26700476,17,MVS,16,4,small,1
1191,Glasgow,G73 2DT,55.82546241,-4.22629665,17,MVS,0,4,small,1
1192,Edinburgh,EH114BT,55.92684878,-3.29392724,17,MVS,0,4,small,1
1193,Glasgow,G2  4AF,55.8650632,-4.26506617,17,MVS,16,4,small,1
1194,Edinburgh,EH114BP,55.92704609,-3.2965266,17,MVS,0,4,small,1
1195,Glasgow,G45 9SA,55.80588202,-4.24882824,17,MVS,1,4,small,1
1196,Glasgow,G2  4DT,55.86543218,-4.26503971,17,MVS,16,4,small,1
1197,Renfrewshire,PA5 9RF,55.82830246,-4.50073707,17,MVS,0,4,small,1
1198,Renfrewshire,PA5 9QQ,55.82677724,-4.50148544,17,MVS,0,4,small,1
1199,Renfrewshire,PA5 9PL,55.83065816,-4.50202215,17,MVS,0,4,small,1
1200,Glasgow,G2  4AT,55.86507969,-4.26514704,17,MVS,16,4,small,1
1201,Aberdeen,AB101TS,57.14325105,-2.11134581,17,MVS,4,4,small,1
1202,Glasgow,G2  4AP,55.86503966,-4.26536847,17,MVS,16,4,small,1
1203,Aberdeen,AB101UZ,57.14359147,-2.11238789,17,MVS,4,4,small,1
1204,Glasgow,G2  3EF,55.86520235,-4.2599439,17,MVS,16,4,small,1
1205,Glasgow,G2  3EH,55.8654546,-4.26235594,17,MVS,16,4,small,1
1206,Glasgow,G2  3EQ,55.86542791,-4.26136347,17,MVS,16,4,small,1
1207,Glasgow,G51 1LG,55.85336053,-4.28068221,17,MVS,4,4,small,1
1208,Edinburgh,EH128XX,55.94868334,-3.303351,17,MVS,0,4,small,1
1209,Glasgow,G41 5BZ,55.84636479,-4.30353172,17,MVS,4,4,small,1
1210,Glasgow,G41 5LD,55.84554875,-4.30679017,17,MVS,4,4,small,1
1211,Renfrewshire,PA5 9PP,55.82782098,-4.50187184,17,MVS,0,4,small,1
1212,Renfrewshire,PA5 9PW,55.82879843,-4.50198253,17,MVS,0,4,small,1
1213,Renfrewshire,PA2 7RN,55.8286285,-4.41748334,17,MVS,1,4,small,1
1214,Dundee,DD4 0LS,56.49132085,-2.91502747,17,MVS,0,4,small,1
1215,Renfrewshire,PA1 2AP,55.842836,-4.42718315,17,MVS,4,4,small,1
1216,Renfrewshire,PA2 7JB,55.83287868,-4.40332641,17,MVS,0,4,small,1
1217,Glasgow,G72 8RL,55.80628968,-4.14145414,17,None,20,4,small,6
1218,Glasgow,G72 8YP,55.80655908,-4.14713401,17,None,20,4,small,6
1219,Renfrewshire,PA3 4EA,55.85718737,-4.41588569,17,MVS,3,4,small,1
1220,Renfrewshire,PA1 2YA,55.84566473,-4.42320599,17,MVS,4,4,small,1
1221,Renfrewshire,PA1 1JU,55.84602474,-4.41770096,17,MVS,4,4,large,1
1222,Renfrewshire,PA1 1EU,55.84594432,-4.42087504,17,MVS,4,4,small,1
1223,Renfrewshire,PA1 1EB,55.84659604,-4.42155459,17,MVS,4,4,small,1
1224,Glasgow,G3  6RG,55.86593118,-4.26283118,17,MVS,16,4,small,1
1225,Glasgow,G3  6RB,55.86569062,-4.26125088,17,MVS,16,4,small,1
1226,Glasgow,G3  6QZ,55.86567425,-4.26067455,17,MVS,16,4,small,1
1227,Edinburgh,EH114HD,55.92340144,-3.29105978,17,MVS,0,4,small,1
1228,Glasgow,G2  3EX,55.86493824,-4.26111125,17,MVS,16,4,small,1
1229,Aberdeen,AB101XZ,57.14423969,-2.11077041,17,MVS,4,4,small,1
1230,Glasgow,G2  3JA,55.86578229,-4.26408515,17,MVS,16,4,small,1
1231,Glasgow,G72 8ZL,55.80828,-4.15048436,17,None,20,4,small,6
1232,Aberdeen,AB253TY,57.1554535,-2.10731618,17,MVS,0,4,small,1
1233,Renfrewshire,PA1 1AG,55.84414898,-4.42668993,17,MVS,4,4,small,1
1234,Edinburgh,EH8 8EB,55.95510662,-3.17200925,17,MVS,21,4,small,1
1235,Glasgow,G2  3EW,55.86458907,-4.25810228,17,MVS,16,4,small,1
1236,Glasgow,G2  3ER,55.86487486,-4.25966916,17,MVS,16,4,small,1
1237,Edinburgh,EH6 6BH,55.98044259,-3.17514754,17,MVS,2,4,small,1
1238,Glasgow,G2  3EE,55.86529957,-4.25905453,17,MVS,16,4,large,1
1239,Glasgow,G2  3DH,55.86515673,-4.25802336,17,MVS,16,4,small,1
1240,Renfrewshire,PA1 2AU,55.84456285,-4.42939948,17,MVS,0,4,small,1
1241,Renfrewshire,PA1 2DQ,55.8452147,-4.42779474,17,MVS,2,4,small,1
1242,Aberdeen,AB123BJ,57.12457518,-2.08910832,17,MVS,17,4,small,1
1243,Glasgow,G72 8ZE,55.80499422,-4.17784558,17,None,20,4,small,6
1244,Glasgow,G2  3HW,55.86548473,-4.26560216,17,MVS,16,4,small,1
1245,Aberdeen,AB156EZ,57.14908694,-2.1632917,17,MVS,0,4,small,1
1246,Glasgow,G3  6TH,55.86590691,-4.26024056,17,MVS,16,4,small,1
1247,Glasgow,G3  6ST,55.86612226,-4.26074854,17,MVS,16,4,small,1
1248,Glasgow,G3  6RP,55.86637716,-4.26057156,17,MVS,16,4,large,1
1249,Glasgow,G3  6RN,55.86672272,-4.26035189,17,MVS,16,4,small,1
1250,Glasgow,G3  6QX,55.86634946,-4.26012242,17,MVS,16,4,small,1
1251,Glasgow,G72 8WS,55.80802062,-4.14938487,17,None,20,4,small,6
1252,Glasgow,G72 8WW,55.80775714,-4.14697657,17,None,20,4,small,6
1253,Glasgow,G72 8YW,55.80419254,-4.1508972,17,None,20,4,small,6
1254,Glasgow,G41 5BT,55.84677688,-4.30743805,17,MVS,4,4,small,1
1255,Aberdeen,AB101TP,57.14416094,-2.10837405,17,MVS,4,4,small,1
1256,Aberdeen,AB123AL,57.12399645,-2.09430946,17,MVS,17,4,small,1
1257,Glasgow,G45 9RY,55.80578857,-4.2480409,17,MVS,1,4,small,1
1258,Renfrewshire,PA1 2DE,55.84573148,-4.4325716,17,MVS,2,4,small,1
1259,Glasgow,G2  3HQ,55.86532647,-4.26394674,17,MVS,16,4,small,1
1260,Glasgow,G73 2BQ,55.82338493,-4.22537968,17,MVS,0,4,small,1
1261,Renfrewshire,PA3 4EP,55.86000905,-4.41545363,17,MVS,3,4,small,1
1262,Glasgow,G73 1AE,55.83418343,-4.20817464,17,MVS,1,4,small,1
1263,Glasgow,G45 9SS,55.80382943,-4.25147045,17,MVS,1,4,small,1
1264,Glasgow,G72 8YJ,55.79847299,-4.16492501,17,None,20,4,small,6
1265,Aberdeen,AB123AB,57.12785821,-2.09555813,17,MVS,17,4,small,1
1266,Glasgow,G45 9SR,55.80040895,-4.25567678,17,MVS,1,4,small,1
1267,Edinburgh,EH112RN,55.93577517,-3.24296609,17,MVS,0,4,small,1
1268,Glasgow,G45 9SP,55.80204673,-4.2599681,17,None,1,4,small,6
1269,Renfrewshire,PA2 9AE,55.83646099,-4.45448022,17,MVS,0,4,small,1
1270,Renfrewshire,PA1 2DD,55.84649145,-4.42913643,17,MVS,2,4,small,1
1271,Glasgow,G72 8YH,55.79836896,-4.17082247,17,None,20,4,small,6
1272,Glasgow,G72 8YL,55.79636106,-4.17205084,17,None,20,4,small,6
1273,Glasgow,G72 8YZ,55.80336262,-4.17812145,17,None,20,4,small,6
1274,Glasgow,G72 8ZB,55.80310106,-4.17868128,17,None,20,4,small,6
1275,Glasgow,G72 8ZD,55.80422558,-4.17658991,17,None,20,4,small,6
1276,Glasgow,G72 8ZF,55.80457669,-4.17554037,17,None,20,4,small,6
1277,Glasgow,G72 8ZG,55.80510416,-4.17569746,17,None,20,4,small,6
1278,Glasgow,G72 8ZH,55.80499534,-4.17524458,17,None,20,4,small,6
1279,Renfrewshire,PA2 7RP,55.82767478,-4.4161627,17,MVS,1,4,small,1
1280,Glasgow,G32 8XL,55.83728925,-4.16950996,17,MVS,13,4,small,1
1281,Edinburgh,EH1 1PS,55.94997994,-3.19126333,17,MVS,19,4,small,1
1282,Edinburgh,EH1 2HR,55.94696337,-3.19563827,17,MVS,19,4,small,1
1283,Edinburgh,EH1 1PW,55.94986905,-3.19158021,17,MVS,19,4,small,1
1284,Dundee,DD1 3LW,56.46573793,-2.93964952,17,MVS,1,4,small,1
1285,Aberdeen,AB116EE,57.14267425,-2.1030654,17,MVS,21,4,small,1
1286,Dundee,DD4 7NL,56.46831643,-2.9216805,17,MVS,1,4,small,1
1287,Glasgow,G32 8SP,55.83823945,-4.17727692,17,MVS,13,4,small,1
1288,Edinburgh,EH6 8LY,55.96872675,-3.17219677,17,MVS,0,4,small,1
1289,Edinburgh,EH1 2JY,55.9471805,-3.19918381,17,MVS,19,4,small,1
1290,Aberdeen,AB101SL,57.14510377,-2.108823,17,MVS,4,4,small,1
1291,Glasgow,G42 9HX,55.82392636,-4.26219502,17,MVS,9,4,small,1
1292,Dundee,DD1 3JX,56.46544096,-2.95150622,17,MVS,1,4,small,1
1293,Edinburgh,EH1 2JU,55.94749857,-3.19696783,17,MVS,19,4,small,1
1294,Edinburgh,EH1 2JT,55.94778897,-3.19667254,17,MVS,19,4,small,1
1295,Glasgow,G33 5HD,55.87610236,-4.14146038,17,MVS,12,4,small,1
1296,Edinburgh,EH6 7GG,55.97338947,-3.16088089,17,MVS,2,4,small,1
1297,Dundee,DD1 3JZ,56.46543521,-2.9510841,17,MVS,1,4,large,1
1298,Edinburgh,EH6 7GB,55.97324642,-3.15985109,17,MVS,2,4,small,1
1299,Edinburgh,EH6 7AN,55.97293459,-3.16147615,17,MVS,2,4,small,1
1300,Glasgow,G31 4BJ,55.84820391,-4.19561462,17,MVS,0,4,small,1
1301,Edinburgh,EH1 1PT,55.9498483,-3.19186782,17,MVS,19,4,small,1
1302,Edinburgh,EH6 5AL,55.9648786,-3.17997835,17,MVS,0,4,small,1
1303,Edinburgh,EH1 1PQ,55.94993317,-3.19145407,17,MVS,19,4,small,1
1304,Dundee,DD1 3JS,56.46461069,-2.96015203,17,MVS,1,4,small,1
1305,Glasgow,G4  0UW,55.85953781,-4.23548494,17,MVS,1,4,small,1
1306,Glasgow,G33 5HZ,55.87621022,-4.14404015,17,MVS,12,4,small,1
1307,Edinburgh,EH1 1NW,55.94988578,-3.19170883,17,MVS,19,4,small,1
1308,Edinburgh,EH1 1ND,55.95012088,-3.19155592,17,MVS,19,4,small,1
1309,Edinburgh,EH151AW,55.9541736,-3.11671095,17,MVS,0,4,small,1
1310,Glasgow,G44 4AH,55.82475819,-4.26192401,17,MVS,9,4,small,1
1311,Aberdeen,AB116DY,57.14347339,-2.10348074,17,MVS,21,4,small,1
1312,Edinburgh,EH1 2RT,55.94682955,-3.19923701,17,MVS,19,4,small,1
